"PERMAID","DAYID","USECROSSWALK","USEROAD","NS","EW"
"6142","58","0","0","1","1"
"6143","59","0","0","1","0"
"6144","60","0","0","1","0"
"6147","63","0","0","0","0"
"6148","64","0","0","0","0"
"6149","65","0","0","1","1"
"6150","66","0","0","1","1"
"6151","67","0","0","1","1"
"6152","68","0","0","1","0"
"6153","69","0","0","1","0"
"6154","70","0","0","0","0"
"6155","71","0","0","1","0"
"6156","72","0","0","1","0"
"6157","73","0","0","0","0"
"6158","74","0","0","0","0"
"6159","75","1","1","1","1"
"6160","76","0","0","1","1"
"6163","79","0","0","0","1"
"6166","82","0","0","1","1"
"6167","83","0","0","0","0"
"6169","85","0","0","0","1"
"6171","87","0","1","0","0"
"6172","88","0","1","0","1"
"6173","89","0","0","1","0"
"6174","90","0","0","0","0"
"6175","91","0","0","0","0"
"6176","92","0","0","1","1"
"6177","93","0","0","1","1"
"6178","94","0","0","1","1"
"6179","95","1","1","1","0"
"6180","96","0","0","1","0"
"6181","97","0","0","0","0"
"6182","98","0","0","1","0"
"6183","99","1","1","1","0"
"6184","100","0","0","0","1"
"6185","101","0","1","1","0"
"6186","102","0","0","0","0"
"6187","103","0","0","0","0"
"6188","104","0","0","0","0"
"6189","105","0","0","0","0"
"6190","106","0","0","1","1"
"6191","107","0","0","0","1"
"6192","108","0","0","0","1"
"6193","109","0","0","0","0"
"6195","111","0","0","0","0"
"6196","112","1","1","1","1"
"6197","113","0","0","0","0"
"6198","114","0","0","1","0"
"6199","115","0","0","0","1"
"6200","116","0","0","0","1"
"6201","117","0","0","0","1"
"6202","118","0","0","1","0"
"6203","119","0","0","0","0"
"6204","120","0","0","1","1"
"6205","121","0","0","0","0"
"6206","122","0","0","0","1"
"6207","123","0","0","0","0"
"6208","124","0","0","1","0"
"6209","125","1","1","1","1"
"6210","126","0","0","0","0"
"6211","127","1","1","1","1"
"6212","128","0","0","0","1"
"6213","129","0","0","1","1"
"6214","130","0","0","0","1"
"6215","131","0","0","0","0"
"6216","132","0","0","0","0"
"6217","133","0","0","0","1"
"6218","134","0","0","0","0"
"6219","135","0","0","1","0"
"6220","136","0","0","0","1"
"6221","137","1","1","0","0"
"6222","138","1","1","0","0"
"6223","139","1","1","0","0"
"6224","140","0","0","1","0"
"6225","141","0","0","0","0"
"6226","142","0","0","1","0"
"6227","143","0","0","1","0"
"6228","144","0","0","1","0"
"6229","145","0","0","0","0"
"6230","146","0","0","1","0"
"6231","147","1","1","1","0"
"6232","148","0","1","1","1"
"6233","149","0","0","0","0"
"6234","150","0","0","1","0"
"6235","151","0","0","0","0"
"6236","152","0","0","1","1"
"6237","153","0","0","1","1"
"6238","154","0","0","0","0"
"6239","155","0","0","0","1"
"6240","156","0","0","0","1"
"6241","157","0","0","0","1"
"6242","158","0","0","1","0"
"6243","159","0","0","1","0"
"6244","160","1","1","0","0"
"6245","161","0","0","1","0"
"6246","162","0","0","0","1"
"6247","163","0","0","1","0"
"6248","164","0","0","0","0"
"6249","165","0","1","0","0"
"6250","166","1","1","0","0"
"6251","167","0","0","0","0"
"6252","168","0","0","0","1"
"6253","169","0","0","1","1"
"6254","170","0","1","0","1"
"6255","171","0","0","1","0"
"6256","172","1","1","0","0"
"6257","173","0","0","0","0"
"6259","2","0","0","0","0"
"6260","3","1","1","1","1"
"6261","4","0","0","0","0"
"6262","5","0","0","1","0"
"6263","6","0","0","0","1"
"6264","7","0","0","1","0"
"6265","8","1","1","1","1"
"6266","9","0","0","1","0"
"6267","10","0","0","0","0"
"6268","11","0","0","1","0"
"6269","12","1","1","1","1"
"6270","13","0","0","1","0"
"6271","14","0","0","0","1"
"6272","15","0","0","1","0"
"6273","16","0","0","1","0"
"6274","17","0","0","1","1"
"6275","18","0","1","1","1"
"6276","19","0","0","0","1"
"6277","20","0","0","0","0"
"6278","21","0","0","0","0"
"6279","22","0","1","0","1"
"6280","23","0","0","1","0"
"6281","24","0","0","1","0"
"6282","25","0","0","0","1"
"6283","26","0","0","0","1"
"6284","27","0","0","0","1"
"6285","28","0","0","0","0"
"6286","29","0","0","0","0"
"6287","30","0","0","0","1"
"6288","31","1","1","0","1"
"6289","32","1","1","1","1"
"6290","33","0","1","1","1"
"6291","34","0","1","1","1"
"6292","35","0","0","0","0"
"6293","36","1","1","0","1"
"6294","37","1","1","1","0"
"6295","38","0","0","0","0"
"6296","39","0","0","0","1"
"6297","40","0","1","1","1"
"6298","41","0","1","1","1"
"6299","42","0","0","1","0"
"6300","43","0","0","0","1"
"6301","44","0","0","0","0"
"6302","45","0","0","1","0"
"6303","46","1","1","1","1"
"6304","47","0","0","0","1"
"6305","48","0","0","1","0"
"6306","49","0","0","1","0"
"6307","50","0","1","0","0"
"6308","51","0","1","0","0"
"6309","52","0","0","0","0"
"6310","53","0","0","0","1"
"6311","54","0","0","0","1"
"6312","55","0","0","0","1"
"6313","56","0","0","0","1"
"6314","57","0","1","0","0"
"6315","58","0","1","1","0"
"6316","59","0","0","0","1"
"6317","60","0","0","0","0"
"6318","61","0","0","0","1"
"6319","62","0","1","1","1"
"6320","63","0","1","1","0"
"6321","64","0","0","0","0"
"6322","65","0","0","0","0"
"6323","66","0","0","1","0"
"6324","67","0","0","1","0"
"6325","68","1","1","0","1"
"6326","69","0","1","1","0"
"6327","1","0","0","1","0"
"6328","2","0","0","0","1"
"6329","3","0","0","0","1"
"6330","4","0","0","1","0"
"6331","5","0","0","0","1"
"6332","6","0","0","0","1"
"6333","7","0","0","1","1"
"6334","8","0","1","0","0"
"6335","9","0","0","1","0"
"6336","10","0","0","0","1"
"6337","11","0","1","1","1"
"6338","12","0","0","0","1"
"6339","13","0","0","0","1"
"6340","14","0","0","0","1"
"6341","15","0","0","0","1"
"6342","16","0","0","0","1"
"6343","17","0","0","0","1"
"6344","18","0","0","0","0"
"6345","19","0","0","0","0"
"6346","20","0","0","0","1"
"6348","22","0","0","0","1"
"6349","23","0","0","0","1"
"6350","24","0","0","0","1"
"6351","25","0","0","0","1"
"6352","26","0","0","0","0"
"6353","27","0","0","0","0"
"6354","28","0","0","0","1"
"6355","29","0","0","0","0"
"6356","30","0","0","0","1"
"6357","31","0","1","1","1"
"6358","32","0","0","1","1"
"6359","33","0","0","0","0"
"6360","34","1","1","0","0"
"6361","35","1","1","0","0"
"6362","36","0","0","0","0"
"6363","37","1","1","1","1"
"6364","38","0","0","0","0"
"6365","39","0","0","0","0"
"6366","40","0","0","0","0"
"6367","41","0","0","1","0"
"6368","42","1","1","0","1"
"6369","43","1","1","0","1"
"6370","44","0","0","0","0"
"6371","45","0","1","1","1"
"6372","46","0","0","1","0"
"6373","47","0","0","0","0"
"6374","48","1","1","1","1"
"6375","49","0","0","0","0"
"6376","50","1","1","1","1"
"6377","51","0","0","1","0"
"6378","52","0","0","1","0"
"6379","53","0","0","1","0"
"6380","54","0","0","1","0"
"6381","55","0","0","1","0"
"6382","56","0","0","0","1"
"6383","57","1","1","1","1"
"6384","58","0","0","0","0"
"6385","59","0","0","1","1"
"6386","60","0","0","1","1"
"6387","61","0","0","1","1"
"6389","63","0","0","1","0"
"6390","64","0","0","1","0"
"6391","65","0","0","0","0"
"6392","66","0","0","1","0"
"6393","67","0","0","0","0"
"6394","68","0","0","0","0"
"6395","69","0","0","0","1"
"6396","70","0","0","1","0"
"6397","71","0","0","1","0"
"6398","72","0","0","1","0"
"6399","73","0","0","1","0"
"6400","74","0","0","1","1"
"6401","75","0","0","1","0"
"6402","1","0","0","0","0"
"6403","2","0","1","0","1"
"6404","3","0","1","1","1"
"6405","4","0","0","0","0"
"6406","5","0","0","0","1"
"6407","6","0","0","0","1"
"6408","7","0","0","1","0"
"6409","8","0","0","0","0"
"6410","9","0","1","0","1"
"6411","10","0","1","0","0"
"6412","11","0","0","0","0"
"6413","12","0","0","1","1"
"6414","13","0","0","0","0"
"6415","14","0","0","1","1"
"6416","15","0","0","0","1"
"6417","16","0","0","1","1"
"6418","17","0","1","0","1"
"6419","18","0","1","0","1"
"6420","19","0","0","0","1"
"6421","20","0","0","0","1"
"6422","21","0","0","0","1"
"6423","22","0","0","1","1"
"6424","23","0","0","0","1"
"6425","24","0","0","1","1"
"6426","25","0","0","0","1"
"6427","26","0","0","1","1"
"6428","27","0","0","0","1"
"6429","28","0","0","0","0"
"6430","29","0","0","1","1"
"6431","30","0","0","0","1"
"6432","31","0","0","0","1"
"6433","32","0","0","0","0"
"6434","33","0","1","0","1"
"6435","34","0","1","1","1"
"6436","35","0","1","0","1"
"6437","36","1","1","1","0"
"6438","37","0","0","0","0"
"6439","38","0","0","1","1"
"6440","39","0","0","1","1"
"6441","40","0","0","1","1"
"6442","41","0","1","1","1"
"6443","42","0","0","1","1"
"6444","43","1","1","1","1"
"6445","44","0","0","1","0"
"6446","45","0","0","1","1"
"6447","46","0","0","0","1"
"6448","47","0","1","1","1"
"6449","48","0","0","0","1"
"6450","49","0","0","0","1"
"6451","50","0","0","0","0"
"6452","51","1","1","1","1"
"6453","52","0","0","0","0"
"6454","53","1","1","1","1"
"6455","54","0","0","1","0"
"6456","55","0","0","1","0"
"6457","56","0","0","1","0"
"6458","57","0","0","0","0"
"6459","58","0","0","1","0"
"6460","59","0","0","1","0"
"6461","60","0","0","0","1"
"6462","61","0","0","0","0"
"6463","62","0","1","0","0"
"6464","63","1","1","1","0"
"6465","64","0","1","1","0"
"6466","65","0","0","0","0"
"6467","66","0","0","0","0"
"6468","67","0","1","0","0"
"6469","68","0","1","1","0"
"6470","69","0","0","1","0"
"6471","70","0","0","1","0"
"6472","71","0","0","1","1"
"6473","72","0","0","0","0"
"6474","73","0","1","0","1"
"6475","74","0","0","0","1"
"6476","75","0","0","0","0"
"6477","76","0","0","0","1"
"6478","77","0","0","0","0"
"6479","78","0","0","0","0"
"6480","79","0","0","0","1"
"6481","80","0","0","0","0"
"6482","81","0","1","0","0"
"6483","82","0","1","1","0"
"6484","83","0","1","1","0"
"6485","84","0","0","1","0"
"6486","85","0","0","1","1"
"6487","86","0","1","0","0"
"6488","87","0","0","1","0"
"6489","88","0","0","0","0"
"6490","89","1","1","1","0"
"6491","90","1","1","1","0"
"6492","91","0","0","1","0"
"6493","92","0","0","1","0"
"6494","93","0","0","0","1"
"6495","94","0","1","1","0"
"6496","95","0","0","0","1"
"6497","96","0","0","0","0"
"6498","97","0","0","0","0"
"6499","98","0","0","1","1"
"6500","99","0","0","1","1"
"6501","100","1","1","0","1"
"6502","101","0","0","1","0"
"6503","102","0","0","1","0"
"6504","103","0","0","0","1"
"6505","104","0","0","1","0"
"6506","105","0","0","1","0"
"6507","106","0","0","1","1"
"6508","107","0","0","0","0"
"6509","108","0","0","1","0"
"6510","109","0","1","1","1"
"6511","110","0","0","0","1"
"6512","111","0","1","1","1"
"6513","112","1","1","0","0"
"6514","113","0","0","0","0"
"6515","114","0","0","0","1"
"6516","115","0","1","1","1"
"6517","116","0","0","1","1"
"6518","117","0","0","0","1"
"6519","118","1","1","0","0"
"6520","119","0","0","0","1"
"6521","120","0","0","1","0"
"6522","121","0","0","1","0"
"6523","122","0","0","0","0"
"6524","123","0","0","1","0"
"6525","124","0","1","1","0"
"6526","125","0","0","0","1"
"6527","126","0","0","1","0"
"6528","127","0","0","0","0"
"6529","128","0","0","0","1"
"6530","129","0","0","0","1"
"6531","130","0","0","0","0"
"6532","131","0","0","0","1"
"6533","132","0","0","0","1"
"6534","133","0","0","0","1"
"6535","134","0","0","0","0"
"6536","135","1","1","1","0"
"6537","136","0","0","0","1"
"6538","137","0","0","1","1"
"6539","138","0","0","0","1"
"6540","139","0","0","0","0"
"6541","140","0","0","0","0"
"6542","141","0","0","0","1"
"6543","142","0","0","0","0"
"6544","143","0","0","1","0"
"6545","144","0","0","1","0"
"6546","145","0","0","1","0"
"6547","146","0","1","1","1"
"6548","147","0","1","1","0"
"6549","148","0","0","0","1"
"6550","149","1","1","0","1"
"6551","150","1","1","0","0"
"6552","151","0","0","0","1"
"6553","152","0","1","0","0"
"6554","153","0","0","0","0"
"6555","154","0","1","1","1"
"6556","155","0","1","1","1"
"6557","156","0","0","1","1"
"6558","157","0","0","0","1"
"6559","158","0","0","0","1"
"6560","159","0","0","1","1"
"6561","160","0","0","1","0"
"6562","161","1","1","0","1"
"6563","162","0","1","1","0"
"6564","163","0","0","1","1"
"6565","164","0","1","1","1"
"6566","165","0","0","1","0"
"6567","166","0","0","0","1"
"6568","167","0","0","0","0"
"6569","168","0","0","0","0"
"6570","169","0","0","1","1"
"6571","170","0","0","1","1"
"6572","171","0","0","0","1"
"6573","172","0","0","0","0"
"6574","173","0","0","1","0"
"6575","174","0","0","0","0"
"6576","175","0","0","1","0"
"6577","176","0","0","0","0"
"6578","177","0","0","0","0"
"6579","178","0","0","0","0"
"6580","179","0","0","0","1"
"6581","180","0","1","0","0"
"6582","181","0","0","1","1"
"6583","182","0","0","0","0"
"6584","183","0","1","0","0"
"6585","184","1","1","0","1"
"6586","185","0","0","1","1"
"6587","186","1","1","1","0"
"6588","187","0","0","0","1"
"6589","188","0","0","0","0"
"6590","189","0","0","0","0"
"6591","190","0","0","0","0"
"6592","191","0","0","1","1"
"6593","192","1","1","0","1"
"6594","193","0","0","0","0"
"6595","194","0","1","0","0"
"6596","195","0","0","0","0"
"6597","196","0","0","0","0"
"6598","197","0","1","1","1"
"6599","198","0","1","1","1"
"6600","199","0","0","1","1"
"6601","200","0","0","1","1"
"6602","201","0","0","0","0"
"6603","202","0","0","1","0"
"6604","203","0","0","0","0"
"6605","204","0","0","1","0"
"6606","205","0","1","1","0"
"6607","206","0","0","1","0"
"6608","207","0","0","0","0"
"6609","1","0","0","1","1"
"6610","2","0","0","1","0"
"6611","3","0","0","0","0"
"6612","4","0","0","0","1"
"6613","5","0","0","0","0"
"6614","6","0","0","1","1"
"6615","7","0","0","0","1"
"6616","8","0","0","0","0"
"6617","9","0","0","0","1"
"6618","10","0","0","1","1"
"6619","11","0","0","0","0"
"6620","12","0","0","0","1"
"6621","13","0","1","1","1"
"6622","14","0","0","0","1"
"6623","15","0","0","0","1"
"6624","16","0","0","0","1"
"6625","17","0","0","1","1"
"6626","18","0","0","0","0"
"6627","19","0","1","1","1"
"6628","20","1","1","1","1"
"6629","21","0","0","1","1"
"6630","22","0","1","0","1"
"6631","23","0","0","0","1"
"6632","24","0","0","1","1"
"6633","25","0","0","0","1"
"6634","26","0","0","1","1"
"6635","27","0","0","0","1"
"6636","28","0","0","1","1"
"6637","29","0","0","0","1"
"6638","30","0","0","0","0"
"6639","31","0","1","0","1"
"6640","32","0","0","1","0"
"6641","33","0","0","1","1"
"6642","34","0","1","0","1"
"6643","35","0","0","0","0"
"6644","36","0","0","1","0"
"6645","37","0","0","1","1"
"6646","38","0","0","0","1"
"6647","39","0","0","0","0"
"6648","40","0","0","0","1"
"6649","41","0","1","0","1"
"6650","42","0","0","1","0"
"6651","43","0","0","0","0"
"6652","44","1","1","0","1"
"6653","45","0","0","0","0"
"6654","46","0","0","1","1"
"6655","47","0","0","0","1"
"6656","48","0","1","0","1"
"6657","49","0","0","0","1"
"6658","50","0","0","0","1"
"6659","51","0","1","1","1"
"6660","52","0","0","1","1"
"6661","53","1","1","1","1"
"6662","54","0","0","0","1"
"6663","55","0","0","0","1"
"6664","56","0","0","0","1"
"6665","57","0","0","1","0"
"6666","58","0","0","1","0"
"6667","59","0","1","1","0"
"6668","60","0","0","1","0"
"6669","61","0","0","1","1"
"6670","62","0","0","0","0"
"6672","64","0","0","1","0"
"6673","65","0","0","0","1"
"6674","66","0","1","0","1"
"6675","67","0","0","1","1"
"6676","68","0","0","0","1"
"6677","69","1","1","1","1"
"6678","70","0","0","1","1"
"6679","71","0","0","1","0"
"6680","72","0","0","1","1"
"6681","73","0","1","0","1"
"6682","74","0","0","0","1"
"6683","75","0","1","1","0"
"6684","76","0","0","1","0"
"6685","77","0","0","1","0"
"6686","78","0","0","0","0"
"6687","79","0","0","1","0"
"6688","80","0","0","1","1"
"6689","81","0","0","1","1"
"6690","82","0","0","0","0"
"6691","83","0","0","0","1"
"6692","84","1","1","0","1"
"6693","85","0","0","0","1"
"6694","86","0","0","1","0"
"6695","87","0","0","1","1"
"6696","88","0","0","1","0"
"6697","89","0","0","1","0"
"6698","90","0","0","0","0"
"6699","91","0","0","0","0"
"6700","92","0","0","0","0"
"6701","93","0","0","0","0"
"6702","94","0","0","0","0"
"6703","95","0","0","0","0"
"6704","96","0","0","0","1"
"6705","97","0","0","0","0"
"6706","98","0","0","1","0"
"6707","99","0","0","0","1"
"6708","100","0","0","1","0"
"6709","101","0","0","1","0"
"6710","102","0","0","1","0"
"6711","103","0","0","0","0"
"6712","104","0","0","0","1"
"6713","105","0","0","1","1"
"6714","106","0","0","1","0"
"6715","107","0","0","1","0"
"6716","108","0","0","1","1"
"6717","109","0","0","0","1"
"6718","110","0","1","1","0"
"6719","111","0","0","1","0"
"6720","112","0","0","1","0"
"6721","113","1","1","1","0"
"6722","114","0","0","0","1"
"6723","115","0","0","0","0"
"6724","116","0","0","1","0"
"6725","117","0","0","1","0"
"6726","118","0","0","1","0"
"6727","119","0","0","1","0"
"6728","120","0","0","1","0"
"6729","121","0","0","1","0"
"6730","122","0","0","1","0"
"6731","123","0","1","1","0"
"6732","124","0","1","1","0"
"6733","125","0","0","1","0"
"6734","126","0","0","0","1"
"6735","127","0","0","1","0"
"6736","128","0","0","0","0"
"6737","129","0","0","0","0"
"6738","130","0","0","1","0"
"6739","131","0","1","0","0"
"6740","132","0","0","0","1"
"6741","133","0","0","0","1"
"6742","134","0","0","0","0"
"6743","135","0","0","0","1"
"6744","136","0","0","0","0"
"6745","137","0","0","1","0"
"6746","138","0","0","1","1"
"6747","139","1","1","1","1"
"6748","140","0","0","0","1"
"6749","141","0","0","0","0"
"6750","142","0","0","0","1"
"6751","143","0","0","0","0"
"6752","144","1","1","0","1"
"6753","145","0","0","0","0"
"6754","146","0","0","0","0"
"6755","147","0","0","0","0"
"6756","148","1","1","1","1"
"6757","149","0","0","1","0"
"6758","150","0","0","1","0"
"6759","151","0","0","1","0"
"6760","152","0","0","1","1"
"6761","153","0","0","0","0"
"6762","154","0","0","1","0"
"6763","155","0","0","0","1"
"6764","156","1","1","1","1"
"6765","157","0","0","1","0"
"6766","158","0","0","0","0"
"6767","159","0","0","0","0"
"6768","160","0","0","1","0"
"6769","161","1","1","0","0"
"6770","162","1","1","1","1"
"6771","163","0","0","0","0"
"6772","164","0","0","1","0"
"6773","165","0","0","1","0"
"6774","166","0","0","1","0"
"6775","167","0","0","1","0"
"6776","168","0","0","1","1"
"6777","169","1","1","0","0"
"6778","170","0","0","1","1"
"6779","171","0","0","0","0"
"6780","172","0","0","0","0"
"6781","173","0","0","0","0"
"6782","174","0","0","1","1"
"6783","175","0","0","1","0"
"6784","176","0","0","1","1"
"6785","177","0","0","0","1"
"6786","178","0","0","0","1"
"6787","179","0","0","0","0"
"6788","180","0","0","0","0"
"6789","181","1","1","0","0"
"6790","182","0","1","0","0"
"6791","183","0","0","1","0"
"6792","184","0","0","1","0"
"6793","185","0","0","1","0"
"6794","186","0","0","1","1"
"6795","187","1","1","0","1"
"6796","188","1","1","0","1"
"6797","189","0","0","1","1"
"6798","190","0","1","0","0"
"6799","191","0","0","0","1"
"6800","192","0","0","1","1"
"6801","193","0","0","1","0"
"6802","194","0","0","1","0"
